DEB [20190827-16:50:09.556] thr=1   paramiko.transport: starting thread (client mode): 0x6abcecf8
DEB [20190827-16:50:09.652] thr=1   paramiko.transport: userauth is OK
INF [20190827-16:50:09.668] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-16:50:09.684] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-16:56:26.076] thr=1   paramiko.transport: starting thread (client mode): 0xde5eecc0
DEB [20190827-16:56:26.077] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-16:56:26.088] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-16:56:26.088] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-16:56:26.090] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-16:56:26.090] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-16:56:26.091] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-16:56:26.091] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-16:56:26.091] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-16:56:26.091] thr=1   paramiko.transport: Compression agreed: none
DEB [20190827-16:56:26.106] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20190827-16:56:26.106] thr=1   paramiko.transport: Switch to new keys ...
DEB [20190827-16:56:26.107] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 172.16.0.220: b'ed49b03584b4723770110b26a1199945'
DEB [20190827-16:56:26.108] thr=2   paramiko.transport: Trying SSH key b'0ad6b054f28b766c5a337712a1ec609c'
DEB [20190827-16:56:26.147] thr=1   paramiko.transport: userauth is OK
INF [20190827-16:56:26.162] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-16:56:26.175] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-16:58:49.556] thr=1   paramiko.transport: starting thread (client mode): 0xf9b7dd68
DEB [20190827-16:58:49.556] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-16:58:49.569] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-16:58:49.570] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-16:58:49.572] thr=1   paramiko.transport: Compression agreed: none
DEB [20190827-16:58:49.587] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20190827-16:58:49.588] thr=1   paramiko.transport: Switch to new keys ...
DEB [20190827-16:58:49.588] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 172.16.0.220: b'ed49b03584b4723770110b26a1199945'
DEB [20190827-16:58:49.589] thr=2   paramiko.transport: Trying SSH key b'0ad6b054f28b766c5a337712a1ec609c'
DEB [20190827-16:58:49.628] thr=1   paramiko.transport: userauth is OK
INF [20190827-16:58:49.643] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-16:58:49.657] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-17:02:39.734] thr=1   paramiko.transport: starting thread (client mode): 0x47bfe438
DEB [20190827-17:02:39.735] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-17:02:39.735] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-17:02:39.735] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-17:02:39.771] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-17:02:39.771] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-17:02:39.771] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-17:02:39.771] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-17:02:39.772] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-17:02:39.772] thr=1   paramiko.transport: Compression agreed: none
DEB [20190827-17:02:39.822] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20190827-17:02:39.822] thr=1   paramiko.transport: Switch to new keys ...
DEB [20190827-17:02:39.824] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 172.16.0.220: b'ed49b03584b4723770110b26a1199945'
DEB [20190827-17:02:39.825] thr=2   paramiko.transport: Trying SSH key b'0ad6b054f28b766c5a337712a1ec609c'
DEB [20190827-17:02:39.863] thr=1   paramiko.transport: userauth is OK
INF [20190827-17:02:39.880] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-17:02:39.887] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-17:02:47.451] thr=1   paramiko.transport: starting thread (client mode): 0xf538ed68
DEB [20190827-17:02:47.451] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-17:02:47.465] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-17:02:47.465] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-17:02:47.468] thr=1   paramiko.transport: Compression agreed: none
DEB [20190827-17:02:47.483] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20190827-17:02:47.483] thr=1   paramiko.transport: Switch to new keys ...
DEB [20190827-17:02:47.484] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 172.16.0.220: b'ed49b03584b4723770110b26a1199945'
DEB [20190827-17:02:47.485] thr=2   paramiko.transport: Trying SSH key b'0ad6b054f28b766c5a337712a1ec609c'
DEB [20190827-17:02:47.523] thr=1   paramiko.transport: userauth is OK
INF [20190827-17:02:47.535] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-17:02:47.540] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-17:12:16.872] thr=1   paramiko.transport: starting thread (client mode): 0x2ef3ecc0
DEB [20190827-17:12:16.872] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-17:12:16.886] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-17:12:16.886] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-17:12:16.888] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-17:12:16.889] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-17:12:16.889] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-17:12:16.889] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-17:12:16.889] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-17:12:16.890] thr=1   paramiko.transport: Compression agreed: none
DEB [20190827-17:12:16.903] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20190827-17:12:16.903] thr=1   paramiko.transport: Switch to new keys ...
DEB [20190827-17:12:16.904] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 172.16.0.220: b'ed49b03584b4723770110b26a1199945'
DEB [20190827-17:12:16.904] thr=2   paramiko.transport: Trying SSH key b'0ad6b054f28b766c5a337712a1ec609c'
DEB [20190827-17:12:16.944] thr=1   paramiko.transport: userauth is OK
INF [20190827-17:12:16.957] thr=1   paramiko.transport: Authentication (publickey) failed.
DEB [20190827-17:12:16.963] thr=1   paramiko.transport: EOF in transport thread
DEB [20190827-17:12:26.285] thr=1   paramiko.transport: starting thread (client mode): 0x338add30
DEB [20190827-17:12:26.285] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.6.0
DEB [20190827-17:12:26.287] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1
INF [20190827-17:12:26.287] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1)
DEB [20190827-17:12:26.335] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] server encrypt:['aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'arcfour256', 'arcfour128', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com', 'chacha20-poly1305@openssh.com', 'aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'aes192-cbc', 'aes256-cbc', 'arcfour', 'rijndael-cbc@lysator.liu.se'] client mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-ripemd160-etm@openssh.com', 'hmac-sha1-96-etm@openssh.com', 'hmac-md5-96-etm@openssh.com', 'hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20190827-17:12:26.335] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20190827-17:12:26.335] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20190827-17:12:26.335] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20190827-17:12:26.335] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20190827-17:12:26.336] thr=1   paramiko.transport: Compression agreed: none
